"yearweek","q3","q1","q2","survey_date","total_attacks","attacks_located_IL","attacks_located_yesha","attacks_target_civilian","attacks_target_security_forces","total_killed","killed_located_IL","killed_located_yesha","killed_target_civilian","killed_target_security_forces","intifada","mean(temperature)","mean(humidity)","week_range"
"2013-W00",1.93957115009747,NA,NA,2013-01-02,0,0,0,0,0,0,0,0,0,0,0,14.1725,79.625,NA
"2013-W00",1.95348837209302,NA,NA,2013-01-04,0,0,0,0,0,0,0,0,0,0,0,14.1725,79.625,NA
"2013-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.1089285714286,72.5357142857143,NA
"2013-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.15,65.3392857142857,NA
"2013-W03",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.1625,72.75,NA
"2013-W04",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.5892857142857,81.6607142857143,NA
"2013-W05",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.1625,70.3214285714286,NA
"2013-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.4261904761905,72,NA
"2013-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.2232142857143,70.0357142857143,NA
"2013-W08",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.9464285714286,69.3035714285714,NA
"2013-W09",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.6285714285714,53.2857142857143,NA
"2013-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.0535714285714,56.6785714285714,NA
"2013-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.4160714285714,61.4107142857143,NA
"2013-W12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.3982142857143,62.4107142857143,NA
"2013-W13",1.98428290766208,NA,NA,2013-03-31,0,0,0,0,0,0,0,0,0,0,0,19.9625,63.7321428571429,NA
"2013-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.2142857142857,63.5357142857143,NA
"2013-W15",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.2946428571429,71.375,NA
"2013-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.4267857142857,57.6964285714286,NA
"2013-W17",1.83433133732535,NA,NA,2013-04-30,1,0,1,1,0,1,0,1,1,0,0,24.8892857142857,46.1428571428571,"2013-04-28 UTC--2013-05-04 UTC"
"2013-W18",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.5339285714286,73.1607142857143,NA
"2013-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.7482142857143,66.1071428571429,NA
"2013-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.9928571428571,67.0535714285714,NA
"2013-W21",1.99412915851272,NA,NA,2013-05-30,0,0,0,0,0,0,0,0,0,0,0,24.4946428571429,61.1071428571429,NA
"2013-W22",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.4071428571429,57.4642857142857,NA
"2013-W23",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.1482142857143,63.0357142857143,NA
"2013-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.9642857142857,66.25,NA
"2013-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.6035714285714,70.1964285714286,NA
"2013-W26",2.44417475728155,NA,NA,2013-07-03,0,0,0,0,0,0,0,0,0,0,0,26.4428571428571,63.3392857142857,NA
"2013-W27",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.8553571428571,65.7142857142857,NA
"2013-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.1625,68.8035714285714,NA
"2013-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.2892857142857,70.6428571428571,NA
"2013-W30",2.00199203187251,NA,NA,2013-07-30,0,0,0,0,0,0,0,0,0,0,0,27.5464285714286,70,NA
"2013-W31",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.7732142857143,70.4285714285714,NA
"2013-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.1839285714286,69.6071428571429,NA
"2013-W33",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.8982142857143,68.4285714285714,NA
"2013-W34",2.00596421471173,NA,NA,2013-08-28,0,0,0,0,0,0,0,0,0,0,0,27.7767857142857,68.7142857142857,NA
"2013-W35",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.3339285714286,63.2678571428571,NA
"2013-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.7321428571429,65.1964285714286,NA
"2013-W37",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,26.8107142857143,61.9821428571429,"2013-09-15 UTC--2013-09-21 UTC"
"2013-W38",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,24.8214285714286,61.25,"2013-09-22 UTC--2013-09-28 UTC"
"2013-W39",2.09362549800797,NA,NA,2013-10-01,0,0,0,0,0,0,0,0,0,0,0,24.3946428571429,60.3928571428571,NA
"2013-W40",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,22.2285714285714,45.7678571428571,"2013-10-06 UTC--2013-10-12 UTC"
"2013-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.1375,68.375,NA
"2013-W42",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.2017857142857,57.2857142857143,NA
"2013-W43",2.066,NA,NA,2013-10-29,0,0,0,0,0,0,0,0,0,0,0,21.1553571428571,58.7142857142857,NA
"2013-W44",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.2196428571429,60.4464285714286,NA
"2013-W45",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,20.6535714285714,64.8571428571429,"2013-11-10 UTC--2013-11-16 UTC"
"2013-W46",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.3017857142857,67.2142857142857,NA
"2013-W47",2.004,NA,NA,2013-11-28,0,0,0,0,0,0,0,0,0,0,0,21.0232142857143,55.0892857142857,NA
"2013-W48",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.5660714285714,63.0892857142857,NA
"2013-W49",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,10.7392857142857,78.9285714285714,NA
"2013-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,9.99642857142857,68.5178571428571,NA
"2013-W51",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,13.8946428571429,49.4642857142857,"2013-12-22 UTC--2013-12-28 UTC"
"2013-W52",2.08349900596421,NA,NA,2013-12-31,0,0,0,0,0,0,0,0,0,0,0,12.525,75.25,NA
"2014-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.425,77.34375,NA
"2014-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.7428571428571,64.625,NA
"2014-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.3696428571429,74.875,NA
"2014-W03",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.6803571428571,75.6607142857143,NA
"2014-W04",1.98816568047337,NA,NA,2014-01-29,0,0,0,0,0,0,0,0,0,0,0,14.7660714285714,67.0714285714286,NA
"2014-W05",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.1642857142857,55.0535714285714,NA
"2014-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.1821428571429,61.75,NA
"2014-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.3357142857143,69.0714285714286,NA
"2014-W08",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.2875,72.1607142857143,NA
"2014-W09",2,NA,NA,2014-03-04,0,0,0,0,0,0,0,0,0,0,0,18.9535714285714,57.5357142857143,NA
"2014-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.3160714285714,76.8035714285714,NA
"2014-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.9857142857143,73.875,NA
"2014-W12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.8392857142857,72.0714285714286,NA
"2014-W13",2.128,NA,NA,2014-03-31,0,0,0,0,0,0,0,0,0,0,0,16.8285714285714,61.7678571428571,NA
"2014-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.8875,63.9107142857143,NA
"2014-W15",NA,NA,NA,NA,1,0,1,1,0,2,0,2,2,0,0,21.6321428571429,53.1428571428571,"2014-04-13 UTC--2014-04-19 UTC"
"2014-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.5642857142857,64.8928571428571,NA
"2014-W17",2.078,NA,NA,2014-04-29,0,0,0,0,0,0,0,0,0,0,0,21.5589285714286,59.8035714285714,NA
"2014-W18",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.7803571428571,55.5892857142857,NA
"2014-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.0821428571429,65.1428571428571,NA
"2014-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.3375,64.4107142857143,NA
"2014-W21",1.89306930693069,NA,NA,2014-05-29,0,0,0,0,0,0,0,0,0,0,0,24.4446428571429,60.5714285714286,NA
"2014-W22",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.8509090909091,56.1454545454545,NA
"2014-W23",NA,NA,NA,NA,1,0,1,1,0,3,0,3,3,0,0,24.0910714285714,67.6607142857143,"2014-06-08 UTC--2014-06-14 UTC"
"2014-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.2107142857143,62.4285714285714,NA
"2014-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.1375,66.5535714285714,NA
"2014-W26",2.02390438247012,NA,NA,2014-06-30,0,0,0,0,0,0,0,0,0,0,0,27.15,68.875,NA
"2014-W27",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.1232142857143,66.9642857142857,NA
"2014-W28",NA,NA,NA,NA,4,3,1,2,2,6,4,2,2,4,0,27.1892857142857,62.5,"2014-07-13 UTC--2014-07-19 UTC"
"2014-W29",2.24537037037037,NA,NA,2014-07-23,13,2,11,0,13,36,5,31,0,36,0,27.2089285714286,67.0357142857143,"2014-07-20 UTC--2014-07-26 UTC"
"2014-W30",NA,NA,NA,NA,6,3,3,0,6,21,14,7,0,21,0,27.4267857142857,68.375,"2014-07-27 UTC--2014-08-02 UTC"
"2014-W31",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,27.9392857142857,65.7857142857143,"2014-08-03 UTC--2014-08-09 UTC"
"2014-W32",1.3,NA,NA,2014-08-12,0,0,0,0,0,0,0,0,0,0,0,27.9928571428571,69.1071428571429,NA
"2014-W33",NA,NA,NA,NA,2,2,0,2,0,2,2,0,2,0,0,28.1196428571429,67.1964285714286,"2014-08-17 UTC--2014-08-23 UTC"
"2014-W34",NA,NA,NA,NA,1,1,0,1,0,2,2,0,2,0,0,28.0928571428571,70.3392857142857,"2014-08-24 UTC--2014-08-30 UTC"
"2014-W35",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.8125,63.8035714285714,NA
"2014-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.0392857142857,61.9821428571429,NA
"2014-W37",2.14203454894434,NA,NA,2014-09-18,0,0,0,0,0,0,0,0,0,0,0,27.0625,60.5,NA
"2014-W38",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.4035714285714,62.5892857142857,NA
"2014-W39",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.4535714285714,62.625,NA
"2014-W40",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.975,68.6785714285714,NA
"2014-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.0267857142857,66.8214285714286,NA
"2014-W42",NA,NA,NA,NA,1,0,1,1,0,2,0,2,2,0,0,21.1839285714286,62.2678571428571,"2014-10-19 UTC--2014-10-25 UTC"
"2014-W43",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.4767857142857,67.5178571428571,NA
"2014-W44",2.00198807157058,NA,NA,2014-11-05,1,1,0,1,0,4,4,0,4,0,0,20.2767857142857,55.7678571428571,"2014-11-02 UTC--2014-11-08 UTC"
"2014-W45",NA,NA,NA,NA,2,1,1,2,0,2,1,1,2,0,0,19.1839285714286,67.8571428571429,"2014-11-09 UTC--2014-11-15 UTC"
"2014-W46",NA,NA,NA,NA,1,1,0,1,0,6,6,0,6,0,0,19.1071428571429,67.8035714285714,"2014-11-16 UTC--2014-11-22 UTC"
"2014-W47",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.175,80.7321428571429,NA
"2014-W48",2.0796812749004,NA,NA,2014-12-03,0,0,0,0,0,0,0,0,0,0,0,17.4928571428571,75.1964285714286,NA
"2014-W49",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.6678571428571,70.7142857142857,NA
"2014-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.0178571428571,77.4464285714286,NA
"2014-W51",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.3071428571429,76.5357142857143,NA
"2014-W52",1.90818363273453,NA,NA,2014-12-31,0,0,0,0,0,0,0,0,0,0,0,13.49375,72.1875,NA
"2015-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.2625,69.9583333333333,NA
"2015-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,10.4964285714286,71.3928571428571,NA
"2015-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,10.4303571428571,78.8214285714286,NA
"2015-W03",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.8285714285714,72.4107142857143,NA
"2015-W04",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.4785714285714,71.0892857142857,NA
"2015-W05",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.1927272727273,70.1454545454545,NA
"2015-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.9910714285714,62.0535714285714,NA
"2015-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.5785714285714,73.5892857142857,NA
"2015-W08",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.9571428571429,62.9642857142857,NA
"2015-W09",1.92814371257485,NA,NA,2015-03-03,0,0,0,0,0,0,0,0,0,0,0,16.8321428571429,62.9642857142857,NA
"2015-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.6767857142857,69.6428571428571,NA
"2015-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.2285714285714,66.4464285714286,NA
"2015-W12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.0321428571429,52.5714285714286,NA
"2015-W13",1.98406374501992,NA,NA,2015-03-30,0,0,0,0,0,0,0,0,0,0,0,18.0303571428571,67.5357142857143,NA
"2015-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.2857142857143,61.5357142857143,NA
"2015-W15",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,16.4214285714286,71.8214285714286,"2015-04-12 UTC--2015-04-18 UTC"
"2015-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.2535714285714,58.1428571428571,NA
"2015-W17",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.5785714285714,64,NA
"2015-W18",2.01968503937008,NA,NA,2015-05-05,0,0,0,0,0,0,0,0,0,0,0,20.9910714285714,64.4821428571429,NA
"2015-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.5357142857143,64.7142857142857,NA
"2015-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.1428571428571,54.4107142857143,NA
"2015-W21",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.1821428571429,50.4642857142857,NA
"2015-W22",2.02745098039216,NA,NA,2015-06-04,0,0,0,0,0,0,0,0,0,0,0,22.7696428571429,64.2321428571429,NA
"2015-W23",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.6803571428571,63.8928571428571,NA
"2015-W24",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,25.15,66.5535714285714,"2015-06-14 UTC--2015-06-20 UTC"
"2015-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.2946428571429,60.6964285714286,NA
"2015-W26",2.12645914396887,NA,NA,2015-07-01,1,0,1,1,0,1,0,1,1,0,0,25.4125,65.6964285714286,"2015-06-28 UTC--2015-07-04 UTC"
"2015-W27",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.6553571428571,67.5892857142857,NA
"2015-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.7785714285714,70.1071428571429,NA
"2015-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.6214285714286,68.7321428571429,NA
"2015-W30",2.1126213592233,NA,NA,2015-07-30,0,0,0,0,0,0,0,0,0,0,0,27.9767857142857,67.5178571428571,NA
"2015-W31",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,30.1803571428571,66,NA
"2015-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.0321428571429,67.4464285714286,NA
"2015-W33",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.6446428571429,65.9285714285714,NA
"2015-W34",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.5857142857143,64.1428571428571,NA
"2015-W35",2.00588235294118,NA,NA,2015-08-31,0,0,0,0,0,0,0,0,0,0,0,28.4892857142857,66.3392857142857,NA
"2015-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.6839285714286,71.4285714285714,NA
"2015-W37",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,28.2285714285714,67.7142857142857,"2015-09-13 UTC--2015-09-19 UTC"
"2015-W38",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.7910714285714,55.0892857142857,NA
"2015-W39",NA,NA,NA,NA,2,0,2,2,0,5,0,5,5,0,0,26.7,67.0178571428571,"2015-09-27 UTC--2015-10-03 UTC"
"2015-W40",2.10019646365422,NA,NA,2015-10-08,0,0,0,0,0,0,0,0,0,0,0,25.1107142857143,70.0714285714286,NA
"2015-W41",NA,NA,NA,NA,2,1,1,2,0,4,1,3,4,0,0,25.2571428571429,69.9107142857143,"2015-10-11 UTC--2015-10-17 UTC"
"2015-W42",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,25.0875,66.5,"2015-10-18 UTC--2015-10-24 UTC"
"2015-W43",2.044921875,NA,NA,2015-10-29,0,0,0,0,0,0,0,0,0,0,0,20.6267857142857,78.0535714285714,NA
"2015-W44",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,21.9285714285714,64,"2015-11-01 UTC--2015-11-07 UTC"
"2015-W45",NA,NA,NA,NA,1,0,1,1,0,2,0,2,2,0,0,19.2178571428571,68.4821428571429,"2015-11-08 UTC--2015-11-14 UTC"
"2015-W46",NA,NA,NA,NA,2,1,1,2,0,3,2,1,3,0,0,19.4267857142857,70.1428571428571,"2015-11-15 UTC--2015-11-21 UTC"
"2015-W47",NA,NA,NA,NA,2,0,2,2,0,2,0,2,2,0,0,18.9821428571429,58.4642857142857,"2015-11-22 UTC--2015-11-28 UTC"
"2015-W48",2.15094339622642,NA,NA,2015-12-01,0,0,0,0,0,0,0,0,0,0,0,15.3107142857143,67.3035714285714,NA
"2015-W49",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,12.1517857142857,67.75,"2015-12-06 UTC--2015-12-12 UTC"
"2015-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.6589285714286,81.8928571428571,NA
"2015-W51",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,12.7839285714286,71.2142857142857,"2015-12-20 UTC--2015-12-26 UTC"
"2015-W52",2.052,NA,NA,2015-12-29,0,0,0,0,0,0,0,0,0,0,0,15.375,62.05,NA
"2015-W52",2.0597609561753,NA,NA,2015-12-30,0,0,0,0,0,0,0,0,0,0,0,15.375,62.05,NA
"2016-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.1375,71.1875,NA
"2016-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.4767857142857,68.5178571428571,NA
"2016-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.1464285714286,78.0714285714286,NA
"2016-W03",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,12.7928571428571,73.1785714285714,"2016-01-17 UTC--2016-01-23 UTC"
"2016-W04",2.17,NA,NA,2016-01-28,1,0,1,1,0,1,0,1,1,0,0,8.5375,75.7142857142857,"2016-01-24 UTC--2016-01-30 UTC"
"2016-W05",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,12.7982142857143,71.5535714285714,"2016-01-31 UTC--2016-02-06 UTC"
"2016-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.875,77.0178571428571,NA
"2016-W07",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,18.1017857142857,63.8035714285714,"2016-02-14 UTC--2016-02-20 UTC"
"2016-W08",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.8714285714286,80.7678571428571,NA
"2016-W09",2.16966067864271,NA,NA,2016-03-01,0,0,0,0,0,0,0,0,0,0,0,18.6089285714286,61.2857142857143,NA
"2016-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.3410714285714,66.9107142857143,NA
"2016-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.4339285714286,63.9107142857143,NA
"2016-W12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.1535714285714,54.375,NA
"2016-W13",2.138,NA,NA,2016-03-30,0,0,0,0,0,0,0,0,0,0,0,17.2696428571429,58.8214285714286,NA
"2016-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.0553571428571,59.2321428571429,NA
"2016-W15",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.3910714285714,69.2321428571429,NA
"2016-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.0553571428571,58.5,NA
"2016-W17",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.7821428571429,54.5892857142857,NA
"2016-W18",2.092,NA,NA,2016-05-03,0,0,0,0,0,0,0,0,0,0,0,22.2446428571429,58.6964285714286,NA
"2016-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.2589285714286,58.9464285714286,NA
"2016-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.6767857142857,55.4464285714286,NA
"2016-W21",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.3017857142857,58.25,NA
"2016-W22",2.13,NA,NA,2016-06-01,0,0,0,0,0,0,0,0,0,0,0,25.1071428571429,52.75,NA
"2016-W23",NA,NA,NA,NA,1,1,0,1,0,3,3,0,3,0,0,25.2714285714286,55.9642857142857,"2016-06-05 UTC--2016-06-11 UTC"
"2016-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.0178571428571,61.8214285714286,NA
"2016-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.5,68.3214285714286,NA
"2016-W26",2.282,NA,NA,2016-06-29,2,0,2,2,0,2,0,2,2,0,0,27.4785714285714,71.4107142857143,"2016-06-26 UTC--2016-07-02 UTC"
"2016-W27",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.6625,69.4642857142857,NA
"2016-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.8732142857143,70.8392857142857,NA
"2016-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.8446428571429,63.625,NA
"2016-W30",2.112,NA,NA,2016-07-27,0,0,0,0,0,0,0,0,0,0,0,28.0482142857143,70.6428571428571,NA
"2016-W31",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.5071428571429,70.6964285714286,NA
"2016-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.4625,68.3035714285714,NA
"2016-W33",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.2428571428571,66.7857142857143,NA
"2016-W34",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.4446428571429,67,NA
"2016-W35",2.06,NA,NA,2016-08-31,0,0,0,0,0,0,0,0,0,0,0,27.9053571428571,63.5357142857143,NA
"2016-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.1053571428571,66.4642857142857,NA
"2016-W37",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.1357142857143,66.6071428571429,NA
"2016-W38",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.6857142857143,65.0535714285714,NA
"2016-W39",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.8714285714286,58.1071428571429,NA
"2016-W40",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.0375,61.0892857142857,NA
"2016-W41",2.07797270955166,NA,NA,2016-10-09,1,0,1,1,0,2,0,2,2,0,0,24.1660714285714,69.25,"2016-10-09 UTC--2016-10-15 UTC"
"2016-W42",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.9803571428571,64.7678571428571,NA
"2016-W43",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.0642857142857,67.2321428571429,NA
"2016-W44",2.14,NA,NA,2016-10-31,0,0,0,0,0,0,0,0,0,0,0,21.2107142857143,64.8571428571429,NA
"2016-W45",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.0017857142857,64.4107142857143,NA
"2016-W46",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.0696428571429,63.1964285714286,NA
"2016-W47",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.6303571428571,14.8392857142857,NA
"2016-W48",2.072,NA,NA,2016-12-01,0,0,0,0,0,0,0,0,0,0,0,16.1321428571429,55.9107142857143,NA
"2016-W49",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.9517857142857,69.6607142857143,NA
"2016-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.6339285714286,71.7678571428571,NA
"2016-W51",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.1589285714286,72.2142857142857,NA
"2016-W52",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.5732142857143,74.4285714285714,NA
"2017-W01",2.01996007984032,NA,NA,2017-01-03,0,0,0,0,0,0,0,0,0,0,0,11.6892857142857,75,NA
"2017-W02",NA,NA,NA,NA,1,0,1,1,0,4,0,4,4,0,0,11.8142857142857,65.625,"2017-01-08 UTC--2017-01-14 UTC"
